Grid Size,Max Colors,Actual colors,Total User Moves count,Total deterministic score,Total Avalanche count,Total non-deterministic score,Total score,Selected Move,Move Score,Avalanche per selected move,Total Moves Available per Game Setting,Experiment Repeat
"(10, 10)",8,8,1569,4827,369,1283,6110,"[(0, 3), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1570,4830,369,1283,6113,"[(0, 8), (0, 9)]",3,0,50,100
"(10, 10)",8,8,1571,4833,369,1283,6116,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1572,4836,369,1283,6119,"[(5, 4), (6, 4)]",3,0,50,100
"(10, 10)",8,8,1573,4839,370,1288,6127,"[(2, 7), (3, 7)]",8,1,50,100
"(10, 10)",8,8,1574,4842,370,1288,6130,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1575,4845,372,1294,6139,"[(7, 5), (8, 5)]",9,2,50,100
"(10, 10)",8,8,1576,4848,372,1294,6142,"[(7, 5), (8, 5)]",3,0,50,100
"(10, 10)",8,8,1577,4851,372,1294,6145,"[(8, 7), (8, 8)]",3,0,50,100
"(10, 10)",8,8,1578,4854,372,1294,6148,"[(2, 3), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1579,4857,372,1294,6151,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,1580,4860,372,1294,6154,"[(0, 2), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1581,4863,372,1294,6157,"[(4, 8), (5, 8)]",3,0,50,100
"(10, 10)",8,8,1582,4866,372,1294,6160,"[(0, 2), (0, 3)]",3,0,50,100
"(10, 10)",8,8,1583,4869,372,1294,6163,"[(1, 5), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1584,4872,372,1294,6166,"[(1, 3), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1585,4875,372,1294,6169,"[(1, 4), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1586,4878,372,1294,6172,"[(0, 1), (0, 2)]",3,0,50,100
"(10, 10)",8,8,1587,4881,372,1294,6175,"[(6, 1), (6, 2)]",3,0,50,100
"(10, 10)",8,8,1588,4884,372,1294,6178,"[(3, 4), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1589,4887,372,1294,6181,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1590,4890,373,1297,6187,"[(6, 1), (6, 2)]",6,1,50,100
"(10, 10)",8,8,1591,4893,373,1297,6190,"[(2, 2), (3, 2)]",3,0,50,100
"(10, 10)",8,8,1592,4896,373,1297,6193,"[(3, 4), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1593,4899,373,1297,6196,"[(1, 0), (1, 1)]",3,0,50,100
"(10, 10)",8,8,1594,4905,373,1297,6202,"[(1, 3), (1, 4)]",6,0,50,100
"(10, 10)",8,8,1595,4908,373,1297,6205,"[(7, 1), (8, 1)]",3,0,50,100
"(10, 10)",8,8,1596,4911,373,1297,6208,"[(3, 3), (4, 3)]",3,0,50,100
"(10, 10)",8,8,1597,4914,373,1297,6211,"[(2, 3), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1598,4917,374,1300,6217,"[(1, 3), (2, 3)]",6,1,50,100
"(10, 10)",8,8,1599,4920,376,1306,6226,"[(2, 3), (3, 3)]",9,2,50,100
"(10, 10)",8,8,1600,4923,376,1306,6229,"[(7, 2), (8, 2)]",3,0,50,100
"(10, 10)",8,8,1601,4926,377,1309,6235,"[(6, 4), (6, 5)]",6,1,50,100
"(10, 10)",8,8,1602,4929,377,1309,6238,"[(0, 1), (1, 1)]",3,0,50,100
"(10, 10)",8,8,1603,4932,377,1309,6241,"[(6, 0), (6, 1)]",3,0,50,100
"(10, 10)",8,8,1604,4935,377,1309,6244,"[(6, 3), (7, 3)]",3,0,50,100
"(10, 10)",8,8,1605,4938,377,1309,6247,"[(5, 1), (5, 2)]",3,0,50,100
"(10, 10)",8,8,1606,4941,377,1309,6250,"[(7, 1), (7, 2)]",3,0,50,100
"(10, 10)",8,8,1607,4944,377,1309,6253,"[(3, 0), (4, 0)]",3,0,50,100
"(10, 10)",8,8,1608,4947,377,1309,6256,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1609,4950,377,1309,6259,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1610,4953,378,1312,6265,"[(4, 2), (4, 3)]",6,1,50,100
"(10, 10)",8,8,1611,4956,378,1312,6268,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1612,4959,378,1312,6271,"[(1, 8), (2, 8)]",3,0,50,100
"(10, 10)",8,8,1613,4962,378,1312,6274,"[(4, 0), (4, 1)]",3,0,50,100
"(10, 10)",8,8,1614,4965,378,1312,6277,"[(3, 9), (4, 9)]",3,0,50,100
"(10, 10)",8,8,1615,4968,378,1312,6280,"[(0, 0), (0, 1)]",3,0,50,100
"(10, 10)",8,8,1616,4971,378,1312,6283,"[(7, 9), (8, 9)]",3,0,50,100
"(10, 10)",8,8,1617,4974,378,1312,6286,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1618,4977,378,1312,6289,"[(0, 1), (0, 2)]",3,0,50,100
"(10, 10)",8,8,1619,4980,378,1312,6292,"[(5, 7), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1620,4983,378,1312,6295,"[(3, 3), (4, 3)]",3,0,50,100
"(10, 10)",8,8,1621,4986,378,1312,6298,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1622,4989,378,1312,6301,"[(2, 4), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1623,4992,378,1312,6304,"[(3, 3), (3, 4)]",3,0,50,100
"(10, 10)",8,8,1624,4995,378,1312,6307,"[(3, 8), (4, 8)]",3,0,50,100
"(10, 10)",8,8,1625,4998,378,1312,6310,"[(5, 7), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1626,5001,378,1312,6313,"[(6, 7), (7, 7)]",3,0,50,100
"(10, 10)",8,8,1627,5005,378,1312,6317,"[(2, 5), (3, 5)]",4,0,50,100
"(10, 10)",8,8,1628,5008,378,1312,6320,"[(6, 7), (7, 7)]",3,0,50,100
"(10, 10)",8,8,1629,5011,378,1312,6323,"[(6, 6), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1630,5014,379,1315,6329,"[(5, 8), (6, 8)]",6,1,50,100
"(10, 10)",8,8,1631,5017,379,1315,6332,"[(8, 7), (9, 7)]",3,0,50,100
"(10, 10)",8,8,1632,5020,379,1315,6335,"[(5, 6), (5, 7)]",3,0,50,100
"(10, 10)",8,8,1633,5023,379,1315,6338,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,1634,5026,379,1315,6341,"[(1, 5), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1635,5029,379,1315,6344,"[(6, 7), (7, 7)]",3,0,50,100
"(10, 10)",8,8,1636,5032,380,1319,6351,"[(5, 6), (5, 7)]",7,1,50,100
"(10, 10)",8,8,1637,5035,380,1319,6354,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1638,5038,380,1319,6357,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1639,5041,380,1319,6360,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1640,5044,380,1319,6363,"[(7, 9), (8, 9)]",3,0,50,100
"(10, 10)",8,8,1641,5047,380,1319,6366,"[(1, 1), (2, 1)]",3,0,50,100
"(10, 10)",8,8,1642,5050,380,1319,6369,"[(2, 1), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1643,5053,380,1319,6372,"[(3, 0), (3, 1)]",3,0,50,100
"(10, 10)",8,8,1644,5056,380,1319,6375,"[(0, 7), (1, 7)]",3,0,50,100
"(10, 10)",8,8,1645,5059,380,1319,6378,"[(3, 0), (3, 1)]",3,0,50,100
"(10, 10)",8,8,1646,5059,382,1332,6391,"[(7, 1), (7, 2)]",13,2,50,100
"(10, 10)",8,8,1647,5062,384,1341,6403,"[(6, 4), (6, 5)]",12,2,50,100
"(10, 10)",8,8,1648,5065,384,1341,6406,"[(8, 7), (9, 7)]",3,0,50,100
"(10, 10)",8,8,1649,5068,384,1341,6409,"[(4, 3), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1650,5071,384,1341,6412,"[(9, 8), (9, 9)]",3,0,50,100
"(10, 10)",8,8,1651,5074,385,1347,6421,"[(4, 2), (5, 2)]",9,1,50,100
"(10, 10)",8,8,1652,5077,385,1347,6424,"[(0, 5), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1653,5080,387,1353,6433,"[(0, 6), (1, 6)]",9,2,50,100
"(10, 10)",8,8,1654,5083,387,1353,6436,"[(0, 1), (1, 1)]",3,0,50,100
"(10, 10)",8,8,1655,5086,387,1353,6439,"[(5, 3), (6, 3)]",3,0,50,100
"(10, 10)",8,8,1656,5089,387,1353,6442,"[(9, 3), (9, 4)]",3,0,50,100
"(10, 10)",8,8,1657,5092,387,1353,6445,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1658,5095,387,1353,6448,"[(4, 3), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1659,5098,387,1353,6451,"[(2, 2), (3, 2)]",3,0,50,100
"(10, 10)",8,8,1660,5101,387,1353,6454,"[(1, 7), (2, 7)]",3,0,50,100
"(10, 10)",8,8,1661,5104,387,1353,6457,"[(4, 8), (5, 8)]",3,0,50,100
"(10, 10)",8,8,1662,5107,387,1353,6460,"[(1, 5), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1663,5110,388,1359,6469,"[(9, 6), (9, 7)]",9,1,50,100
"(10, 10)",8,8,1664,5113,389,1362,6475,"[(5, 1), (5, 2)]",6,1,50,100
"(10, 10)",8,8,1665,5116,389,1362,6478,"[(5, 2), (6, 2)]",3,0,50,100
"(10, 10)",8,8,1666,5119,389,1362,6481,"[(2, 0), (2, 1)]",3,0,50,100
"(10, 10)",8,8,1667,5122,389,1362,6484,"[(5, 7), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1668,5125,390,1365,6490,"[(3, 6), (4, 6)]",6,1,50,100
"(10, 10)",8,8,1669,5128,390,1365,6493,"[(2, 1), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1670,5131,390,1365,6496,"[(5, 6), (5, 7)]",3,0,50,100
"(10, 10)",8,8,1671,5134,390,1365,6499,"[(0, 2), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1672,5137,390,1365,6502,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1673,5140,391,1368,6508,"[(4, 3), (4, 4)]",6,1,50,100
"(10, 10)",8,8,1674,5143,391,1368,6511,"[(3, 4), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1675,5146,391,1368,6514,"[(2, 4), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1676,5149,391,1368,6517,"[(0, 1), (0, 2)]",3,0,50,100
"(10, 10)",8,8,1677,5152,391,1368,6520,"[(1, 7), (2, 7)]",3,0,50,100
"(10, 10)",8,8,1678,5155,392,1371,6526,"[(2, 6), (2, 7)]",6,1,50,100
"(10, 10)",8,8,1679,5158,392,1371,6529,"[(3, 8), (4, 8)]",3,0,50,100
"(10, 10)",8,8,1680,5161,392,1371,6532,"[(0, 8), (1, 8)]",3,0,50,100
"(10, 10)",8,8,1681,5164,392,1371,6535,"[(2, 9), (3, 9)]",3,0,50,100
"(10, 10)",8,8,1682,5167,392,1371,6538,"[(3, 9), (4, 9)]",3,0,50,100
"(10, 10)",8,8,1683,5170,392,1371,6541,"[(3, 9), (4, 9)]",3,0,50,100
"(10, 10)",8,8,1684,5173,392,1371,6544,"[(4, 6), (5, 6)]",3,0,50,100
"(10, 10)",8,8,1685,5176,392,1371,6547,"[(3, 7), (3, 8)]",3,0,50,100
"(10, 10)",8,8,1686,5179,392,1371,6550,"[(2, 9), (3, 9)]",3,0,50,100
"(10, 10)",8,8,1687,5182,392,1371,6553,"[(5, 9), (6, 9)]",3,0,50,100
"(10, 10)",8,8,1688,5185,392,1371,6556,"[(5, 5), (5, 6)]",3,0,50,100
"(10, 10)",8,8,1689,5188,393,1377,6565,"[(5, 4), (5, 5)]",9,1,50,100
"(10, 10)",8,8,1690,5191,393,1377,6568,"[(5, 5), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1691,5194,395,1392,6586,"[(8, 4), (8, 5)]",18,2,50,100
"(10, 10)",8,8,1692,5197,395,1392,6589,"[(2, 4), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1693,5200,395,1392,6592,"[(6, 7), (6, 8)]",3,0,50,100
"(10, 10)",8,8,1694,5203,395,1392,6595,"[(4, 4), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1695,5206,396,1398,6604,"[(7, 4), (8, 4)]",9,1,50,100
"(10, 10)",8,8,1696,5209,398,1404,6613,"[(3, 2), (3, 3)]",9,2,50,100
"(10, 10)",8,8,1697,5212,398,1404,6616,"[(7, 5), (8, 5)]",3,0,50,100
"(10, 10)",8,8,1698,5215,398,1404,6619,"[(3, 8), (3, 9)]",3,0,50,100
"(10, 10)",8,8,1699,5218,398,1404,6622,"[(4, 6), (4, 7)]",3,0,50,100
"(10, 10)",8,8,1700,5221,398,1404,6625,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1701,5224,399,1407,6631,"[(0, 5), (1, 5)]",6,1,50,100
"(10, 10)",8,8,1702,5227,399,1407,6634,"[(6, 4), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1703,5230,399,1407,6637,"[(6, 8), (7, 8)]",3,0,50,100
"(10, 10)",8,8,1704,5233,401,1413,6646,"[(2, 2), (2, 3)]",9,2,50,100
"(10, 10)",8,8,1705,5236,401,1413,6649,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1706,5239,401,1413,6652,"[(8, 0), (9, 0)]",3,0,50,100
"(10, 10)",8,8,1707,5242,401,1413,6655,"[(3, 4), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1708,5245,402,1416,6661,"[(8, 4), (9, 4)]",6,1,50,100
"(10, 10)",8,8,1709,5248,404,1422,6670,"[(0, 5), (1, 5)]",9,2,50,100
"(10, 10)",8,8,1710,5251,407,1431,6682,"[(3, 2), (4, 2)]",12,3,50,100
"(10, 10)",8,8,1711,5254,408,1434,6688,"[(9, 4), (9, 5)]",6,1,50,100
"(10, 10)",8,8,1712,5257,408,1434,6691,"[(6, 4), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1713,5260,408,1434,6694,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1714,5263,408,1434,6697,"[(2, 2), (3, 2)]",3,0,50,100
"(10, 10)",8,8,1715,5266,409,1437,6703,"[(5, 3), (5, 4)]",6,1,50,100
"(10, 10)",8,8,1716,5269,409,1437,6706,"[(7, 6), (8, 6)]",3,0,50,100
"(10, 10)",8,8,1717,5272,409,1437,6709,"[(6, 6), (7, 6)]",3,0,50,100
"(10, 10)",8,8,1718,5275,409,1437,6712,"[(4, 7), (5, 7)]",3,0,50,100
"(10, 10)",8,8,1719,5278,409,1437,6715,"[(4, 6), (4, 7)]",3,0,50,100
"(10, 10)",8,8,1720,5281,409,1437,6718,"[(0, 2), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1721,5284,409,1437,6721,"[(0, 8), (0, 9)]",3,0,50,100
"(10, 10)",8,8,1722,5287,409,1437,6724,"[(9, 6), (9, 7)]",3,0,50,100
"(10, 10)",8,8,1723,5290,410,1440,6730,"[(2, 8), (3, 8)]",6,1,50,100
"(10, 10)",8,8,1724,5294,411,1443,6737,"[(3, 4), (4, 4)]",7,1,50,100
"(10, 10)",8,8,1725,5297,411,1443,6740,"[(7, 8), (7, 9)]",3,0,50,100
"(10, 10)",8,8,1726,5300,411,1443,6743,"[(4, 8), (4, 9)]",3,0,50,100
"(10, 10)",8,8,1727,5303,411,1443,6746,"[(4, 2), (4, 3)]",3,0,50,100
"(10, 10)",8,8,1728,5306,411,1443,6749,"[(8, 6), (9, 6)]",3,0,50,100
"(10, 10)",8,8,1729,5309,411,1443,6752,"[(7, 1), (7, 2)]",3,0,50,100
"(10, 10)",8,8,1730,5312,413,1452,6764,"[(7, 2), (7, 3)]",12,2,50,100
"(10, 10)",8,8,1731,5315,413,1452,6767,"[(2, 6), (2, 7)]",3,0,50,100
"(10, 10)",8,8,1732,5318,413,1452,6770,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1733,5321,413,1452,6773,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1734,5325,413,1452,6777,"[(1, 4), (2, 4)]",4,0,50,100
"(10, 10)",8,8,1735,5329,413,1452,6781,"[(2, 1), (2, 2)]",4,0,50,100
"(10, 10)",8,8,1736,5332,413,1452,6784,"[(3, 3), (3, 4)]",3,0,50,100
"(10, 10)",8,8,1737,5338,413,1452,6790,"[(1, 0), (2, 0)]",6,0,50,100
"(10, 10)",8,8,1738,5341,413,1452,6793,"[(0, 2), (0, 3)]",3,0,50,100
"(10, 10)",8,8,1739,5344,413,1452,6796,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1740,5347,413,1452,6799,"[(8, 5), (8, 6)]",3,0,50,100
"(10, 10)",8,8,1741,5350,413,1452,6802,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1742,5353,413,1452,6805,"[(4, 3), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1743,5356,413,1452,6808,"[(6, 7), (7, 7)]",3,0,50,100
"(10, 10)",8,8,1744,5359,413,1452,6811,"[(6, 4), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1745,5362,414,1455,6817,"[(6, 2), (7, 2)]",6,1,50,100
"(10, 10)",8,8,1746,5365,415,1458,6823,"[(2, 4), (3, 4)]",6,1,50,100
"(10, 10)",8,8,1747,5368,417,1464,6832,"[(6, 1), (6, 2)]",9,2,50,100
"(10, 10)",8,8,1748,5371,417,1464,6835,"[(7, 1), (7, 2)]",3,0,50,100
"(10, 10)",8,8,1749,5374,418,1470,6844,"[(4, 8), (5, 8)]",9,1,50,100
"(10, 10)",8,8,1750,5377,418,1470,6847,"[(2, 1), (3, 1)]",3,0,50,100
"(10, 10)",8,8,1751,5380,418,1470,6850,"[(6, 9), (7, 9)]",3,0,50,100
"(10, 10)",8,8,1752,5383,418,1470,6853,"[(3, 9), (4, 9)]",3,0,50,100
"(10, 10)",8,8,1753,5386,419,1473,6859,"[(1, 3), (1, 4)]",6,1,50,100
"(10, 10)",8,8,1754,5389,420,1476,6865,"[(3, 6), (3, 7)]",6,1,50,100
"(10, 10)",8,8,1755,5392,420,1476,6868,"[(5, 3), (5, 4)]",3,0,50,100
"(10, 10)",8,8,1756,5395,420,1476,6871,"[(7, 1), (7, 2)]",3,0,50,100
"(10, 10)",8,8,1757,5398,420,1476,6874,"[(1, 4), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1758,5401,420,1476,6877,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1759,5404,420,1476,6880,"[(8, 5), (9, 5)]",3,0,50,100
"(10, 10)",8,8,1760,5407,420,1476,6883,"[(4, 5), (5, 5)]",3,0,50,100
"(10, 10)",8,8,1761,5410,420,1476,6886,"[(3, 4), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1762,5413,420,1476,6889,"[(1, 5), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1763,5416,420,1476,6892,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1764,5419,421,1479,6898,"[(6, 1), (6, 2)]",6,1,50,100
"(10, 10)",8,8,1765,5422,421,1479,6901,"[(3, 1), (3, 2)]",3,0,50,100
"(10, 10)",8,8,1766,5425,422,1482,6907,"[(0, 0), (0, 1)]",6,1,50,100
"(10, 10)",8,8,1767,5428,422,1482,6910,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1768,5431,422,1482,6913,"[(1, 5), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1769,5434,422,1482,6916,"[(8, 6), (9, 6)]",3,0,50,100
"(10, 10)",8,8,1770,5437,422,1482,6919,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1771,5440,422,1482,6922,"[(1, 8), (2, 8)]",3,0,50,100
"(10, 10)",8,8,1772,5443,422,1482,6925,"[(1, 5), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1773,5446,422,1482,6928,"[(1, 8), (2, 8)]",3,0,50,100
"(10, 10)",8,8,1774,5449,422,1482,6931,"[(4, 8), (5, 8)]",3,0,50,100
"(10, 10)",8,8,1775,5452,423,1485,6937,"[(3, 8), (4, 8)]",6,1,50,100
"(10, 10)",8,8,1776,5455,423,1485,6940,"[(7, 7), (8, 7)]",3,0,50,100
"(10, 10)",8,8,1777,5458,424,1488,6946,"[(8, 8), (9, 8)]",6,1,50,100
"(10, 10)",8,8,1778,5461,424,1488,6949,"[(8, 8), (8, 9)]",3,0,50,100
"(10, 10)",8,8,1779,5465,424,1488,6953,"[(7, 7), (8, 7)]",4,0,50,100
"(10, 10)",8,8,1780,5468,424,1488,6956,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,1781,5471,424,1488,6959,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1782,5474,424,1488,6962,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1783,5477,425,1491,6968,"[(6, 6), (7, 6)]",6,1,50,100
"(10, 10)",8,8,1784,5480,425,1491,6971,"[(7, 4), (7, 5)]",3,0,50,100
"(10, 10)",8,8,1785,5483,425,1491,6974,"[(5, 7), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1786,5486,425,1491,6977,"[(5, 8), (5, 9)]",3,0,50,100
"(10, 10)",8,8,1787,5489,426,1494,6983,"[(9, 5), (9, 6)]",6,1,50,100
"(10, 10)",8,8,1788,5492,426,1494,6986,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1789,5495,426,1494,6989,"[(6, 6), (7, 6)]",3,0,50,100
"(10, 10)",8,8,1790,5498,426,1494,6992,"[(2, 6), (2, 7)]",3,0,50,100
"(10, 10)",8,8,1791,5501,426,1494,6995,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1792,5504,426,1494,6998,"[(6, 7), (6, 8)]",3,0,50,100
"(10, 10)",8,8,1793,5507,426,1494,7001,"[(6, 6), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1794,5510,426,1494,7004,"[(1, 5), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1795,5513,426,1494,7007,"[(2, 8), (3, 8)]",3,0,50,100
"(10, 10)",8,8,1796,5516,426,1494,7010,"[(0, 2), (0, 3)]",3,0,50,100
"(10, 10)",8,8,1797,5519,426,1494,7013,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1798,5522,426,1494,7016,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1799,5525,426,1494,7019,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1800,5528,426,1494,7022,"[(3, 2), (3, 3)]",3,0,50,100
"(10, 10)",8,8,1801,5531,427,1497,7028,"[(5, 0), (5, 1)]",6,1,50,100
"(10, 10)",8,8,1802,5534,427,1497,7031,"[(4, 3), (5, 3)]",3,0,50,100
"(10, 10)",8,8,1803,5537,427,1497,7034,"[(5, 8), (6, 8)]",3,0,50,100
"(10, 10)",8,8,1804,5540,427,1497,7037,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1805,5543,427,1497,7040,"[(9, 4), (9, 5)]",3,0,50,100
"(10, 10)",8,8,1806,5546,429,1503,7049,"[(0, 7), (1, 7)]",9,2,50,100
"(10, 10)",8,8,1807,5549,429,1503,7052,"[(2, 7), (2, 8)]",3,0,50,100
"(10, 10)",8,8,1808,5552,429,1503,7055,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1809,5555,429,1503,7058,"[(3, 8), (4, 8)]",3,0,50,100
"(10, 10)",8,8,1810,5558,430,1506,7064,"[(2, 7), (2, 8)]",6,1,50,100
"(10, 10)",8,8,1811,5561,430,1506,7067,"[(8, 5), (9, 5)]",3,0,50,100
"(10, 10)",8,8,1812,5564,431,1509,7073,"[(1, 7), (1, 8)]",6,1,50,100
"(10, 10)",8,8,1813,5567,431,1509,7076,"[(7, 4), (7, 5)]",3,0,50,100
"(10, 10)",8,8,1814,5570,431,1509,7079,"[(1, 5), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1815,5573,431,1509,7082,"[(9, 1), (9, 2)]",3,0,50,100
"(10, 10)",8,8,1816,5576,433,1516,7092,"[(2, 7), (3, 7)]",10,2,50,100
"(10, 10)",8,8,1817,5579,433,1516,7095,"[(5, 5), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1818,5582,433,1516,7098,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1819,5585,433,1516,7101,"[(7, 3), (8, 3)]",3,0,50,100
"(10, 10)",8,8,1820,5588,434,1519,7107,"[(2, 6), (3, 6)]",6,1,50,100
"(10, 10)",8,8,1821,5591,434,1519,7110,"[(3, 8), (4, 8)]",3,0,50,100
"(10, 10)",8,8,1822,5594,434,1519,7113,"[(7, 5), (8, 5)]",3,0,50,100
"(10, 10)",8,8,1823,5597,437,1531,7128,"[(0, 5), (1, 5)]",15,3,50,100
"(10, 10)",8,8,1824,5600,438,1534,7134,"[(2, 3), (3, 3)]",6,1,50,100
"(10, 10)",8,8,1825,5603,438,1534,7137,"[(1, 3), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1826,5606,438,1534,7140,"[(4, 6), (5, 6)]",3,0,50,100
"(10, 10)",8,8,1827,5609,439,1539,7148,"[(5, 3), (5, 4)]",8,1,50,100
"(10, 10)",8,8,1828,5612,439,1539,7151,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,1829,5615,439,1539,7154,"[(2, 2), (3, 2)]",3,0,50,100
"(10, 10)",8,8,1830,5618,440,1542,7160,"[(2, 8), (2, 9)]",6,1,50,100
"(10, 10)",8,8,1831,5621,440,1542,7163,"[(9, 4), (9, 5)]",3,0,50,100
"(10, 10)",8,8,1832,5625,440,1542,7167,"[(2, 2), (2, 3)]",4,0,50,100
"(10, 10)",8,8,1833,5628,440,1542,7170,"[(6, 2), (6, 3)]",3,0,50,100
"(10, 10)",8,8,1834,5631,441,1545,7176,"[(4, 3), (4, 4)]",6,1,50,100
"(10, 10)",8,8,1835,5634,441,1545,7179,"[(9, 7), (9, 8)]",3,0,50,100
"(10, 10)",8,8,1836,5637,441,1545,7182,"[(5, 3), (6, 3)]",3,0,50,100
"(10, 10)",8,8,1837,5640,442,1548,7188,"[(0, 9), (1, 9)]",6,1,50,100
"(10, 10)",8,8,1838,5643,442,1548,7191,"[(3, 1), (3, 2)]",3,0,50,100
"(10, 10)",8,8,1839,5646,445,1557,7203,"[(5, 3), (6, 3)]",12,3,50,100
"(10, 10)",8,8,1840,5651,445,1557,7208,"[(3, 2), (4, 2)]",5,0,50,100
"(10, 10)",8,8,1841,5654,445,1557,7211,"[(0, 3), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1842,5657,445,1557,7214,"[(6, 4), (7, 4)]",3,0,50,100
"(10, 10)",8,8,1843,5660,445,1557,7217,"[(2, 4), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1844,5663,445,1557,7220,"[(6, 4), (7, 4)]",3,0,50,100
"(10, 10)",8,8,1845,5666,446,1560,7226,"[(1, 8), (2, 8)]",6,1,50,100
