Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Avg No. of Shuffles/Deadlocks Occurred per game,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per game,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(20, 20)",200,19,0,19,4285,8.57,85.7,1504,30.08,500,10,38110,76.22,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,19,0,19,4471,8.942,89.42,1503,30.06,500,10,53130,106.26,63,1.26,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,4268,8.536,85.36,1512,30.24,500,10,54662,109.324,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3653,7.306,73.06,1500,30,500,10,47127,94.254,53,1.06,10,150,3,0,0,0
top_agent,"(20, 20)",200,18,0,18,3685,7.37,73.7,1500,30,500,10,39608,79.216,37,0.74,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,18,0,18,3615,7.23,72.3,1503,30.06,500,10,31338,62.676,35,0.7,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,4345,8.69,86.9,1507,30.14,500,10,47889,95.778,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,4114,8.228,82.28,1500,30,500,10,43368,86.736,53,1.06,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,4290,8.58,85.8,1503,30.06,500,10,53894,107.788,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,4428,8.856,88.56,1501,30.02,500,10,55374,110.748,60,1.2,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,0,7,2893,5.786,57.86,1501,30.02,500,10,41124,82.248,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,0,7,2700,5.4,54,1507,30.14,500,10,41867,83.734,43,0.86,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,4098,8.196,81.96,1500,30,500,10,48619,97.238,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3868,7.736,77.36,1504,30.08,500,10,41115,82.23,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3633,7.266,72.66,1502,30.04,500,10,38863,77.726,41,0.82,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3278,6.556,65.56,1502,30.04,500,10,50888,101.776,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3953,7.906,79.06,1503,30.06,500,10,48607,97.214,59,1.18,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,4044,8.088,80.88,1505,30.1,500,10,44120,88.24,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3490,6.98,69.8,1500,30,500,10,37355,74.71,39,0.78,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3531,7.062,70.62,1500,30,500,10,48638,97.276,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,3812,7.624,76.24,1501,30.02,500,10,48609,97.218,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,3825,7.65,76.5,1506,30.12,500,10,43374,86.748,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,4134,8.268,82.68,1503,30.06,500,10,47124,94.248,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3825,7.65,76.5,1500,30,500,10,39590,79.18,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,16,1,15,3753,7.506,75.06,1500,30,500,10,47120,94.24,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,16,1,15,3478,6.956,69.56,1503,30.06,500,10,44872,89.744,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,4681,9.362,93.62,1504,30.08,500,10,38847,77.694,43,0.86,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,4702,9.404,94.04,1501,30.02,500,10,41863,83.726,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3894,7.788,77.88,1500,30,500,10,41112,82.224,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3228,6.456,64.56,1500,30,500,10,46385,92.77,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3433,6.866,68.66,1501,30.02,500,10,49375,98.75,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3544,7.088,70.88,1508,30.16,500,10,41876,83.752,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,2,7,4445,8.89,88.9,1512,30.24,500,10,50885,101.77,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,9,2,7,4092,8.184,81.84,1503,30.06,500,10,44864,89.728,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3658,7.316,73.16,1503,30.06,500,10,47152,94.304,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3703,7.406,74.06,1500,30,500,10,44100,88.2,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,0,9,3576,7.152,71.52,1503,30.06,500,10,35854,71.708,41,0.82,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,9,0,9,3451,6.902,69.02,1506,30.12,500,10,51636,103.272,53,1.06,10,150,3,0,0,0
top_agent,"(20, 20)",200,20,0,20,3663,7.326,73.26,1504,30.08,500,10,44889,89.778,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,20,0,20,3770,7.54,75.4,1502,30.04,500,10,46363,92.726,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,21,0,21,3836,7.672,76.72,1500,30,500,10,47869,95.738,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,21,0,21,4093,8.186,81.86,1500,30,500,10,35845,71.69,38,0.76,10,150,3,0,0,0
top_agent,"(20, 20)",200,13,0,13,4099,8.198,81.98,1504,30.08,500,10,41114,82.228,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,13,0,13,4058,8.116,81.16,1500,30,500,10,39602,79.204,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3229,6.458,64.58,1503,30.06,500,10,44878,89.756,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3243,6.486,64.86,1503,30.06,500,10,45627,91.254,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3585,7.17,71.7,1504,30.08,500,10,46386,92.772,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3906,7.812,78.12,1503,30.06,500,10,44865,89.73,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,10,1,9,2754,5.508,55.08,1502,30.04,500,10,38119,76.238,42,0.84,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,10,1,9,2908,5.816,58.16,1507,30.14,500,10,47926,95.852,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3839,7.678,76.78,1501,30.02,500,10,40361,80.722,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3760,7.52,75.2,1500,30,500,10,37353,74.706,40,0.8,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,2960,5.92,59.2,1507,30.14,500,10,38873,77.746,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,2770,5.54,55.4,1501,30.02,500,10,38106,76.212,43,0.86,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,2970,5.94,59.4,1500,30,500,10,48640,97.28,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,2775,5.55,55.5,1501,30.02,500,10,44890,89.78,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3037,6.074,60.74,1503,30.06,500,10,46389,92.778,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,2997,5.994,59.94,1506,30.12,500,10,32871,65.742,37,0.74,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,3827,7.654,76.54,1503,30.06,500,10,56147,112.294,61,1.22,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3856,7.712,77.12,1500,30,500,10,39608,79.216,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3315,6.63,66.3,1504,30.08,500,10,42628,85.256,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3708,7.416,74.16,1500,30,500,10,41851,83.702,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,13,0,13,4391,8.782,87.82,1501,30.02,500,10,50122,100.244,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,13,0,13,4179,8.358,83.58,1500,30,500,10,39618,79.236,39,0.78,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,3569,7.138,71.38,1504,30.08,500,10,49389,98.778,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,3729,7.458,74.58,1500,30,500,10,33583,67.166,35,0.7,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3819,7.638,76.38,1507,30.14,500,10,44124,88.248,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,4404,8.808,88.08,1504,30.08,500,10,40357,80.714,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3357,6.714,67.14,1502,30.04,500,10,42612,85.224,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3105,6.21,62.1,1501,30.02,500,10,47148,94.296,55,1.1,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,3778,7.556,75.56,1503,30.06,500,10,35098,70.196,39,0.78,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3484,6.968,69.68,1509,30.18,500,10,50899,101.798,55,1.1,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3053,6.106,61.06,1504,30.08,500,10,38888,77.776,44,0.88,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3073,6.146,61.46,1503,30.06,500,10,33610,67.22,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3691,7.382,73.82,1501,30.02,500,10,33602,67.204,35,0.7,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,4072,8.144,81.44,1503,30.06,500,10,42626,85.252,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,0,7,4314,8.628,86.28,1501,30.02,500,10,34351,68.702,34,0.68,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,0,7,3807,7.614,76.14,1502,30.04,500,10,40369,80.738,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",200,16,0,16,3010,6.02,60.2,1506,30.12,500,10,48623,97.246,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,16,0,16,3027,6.054,60.54,1504,30.08,500,10,44138,88.276,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,4273,8.546,85.46,1500,30,500,10,41101,82.202,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,4403,8.806,88.06,1506,30.12,500,10,41110,82.22,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3755,7.51,75.1,1506,30.12,500,10,49387,98.774,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3857,7.714,77.14,1506,30.12,500,10,38122,76.244,39,0.78,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,4183,8.366,83.66,1505,30.1,500,10,35116,70.232,32,0.64,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,4148,8.296,82.96,1504,30.08,500,10,50884,101.768,59,1.18,10,150,3,0,0,0
top_agent,"(20, 20)",200,16,0,16,4760,9.52,95.2,1501,30.02,500,10,49366,98.732,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,16,0,16,4497,8.994,89.94,1504,30.08,500,10,41867,83.734,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3545,7.09,70.9,1504,30.08,500,10,42624,85.248,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4011,8.022,80.22,1503,30.06,500,10,49391,98.782,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,3654,7.308,73.08,1506,30.12,500,10,48644,97.288,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3445,6.89,68.9,1500,30,500,10,46378,92.756,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,52,1,51,3577,7.154,71.54,1507,30.14,500,10,54634,109.268,61,1.22,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,52,1,51,3782,7.564,75.64,1500,30,500,10,39621,79.242,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,4068,8.136,81.36,1503,30.06,500,10,46362,92.724,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3908,7.816,78.16,1501,30.02,500,10,43353,86.706,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",200,16,0,16,3541,7.082,70.82,1510,30.2,500,10,49387,98.774,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,16,0,16,3785,7.57,75.7,1501,30.02,500,10,39603,79.206,40,0.8,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3862,7.724,77.24,1504,30.08,500,10,40373,80.746,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3752,7.504,75.04,1500,30,500,10,47880,95.76,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,15,0,15,3266,6.532,65.32,1509,30.18,500,10,39617,79.234,42,0.84,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,15,0,15,3327,6.654,66.54,1506,30.12,500,10,41860,83.72,48,0.96,10,150,3,3,0.06,1
top_agent,"(20, 20)",200,8,0,8,3331,6.662,66.62,1501,30.02,500,10,45605,91.21,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,3127,6.254,62.54,1500,30,500,10,44123,88.246,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3291,6.582,65.82,1506,30.12,500,10,50900,101.8,60,1.2,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3090,6.18,61.8,1501,30.02,500,10,41878,83.756,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3636,7.272,72.72,1500,30,500,10,43360,86.72,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3885,7.77,77.7,1500,30,500,10,41873,83.746,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3409,6.818,68.18,1504,30.08,500,10,50887,101.774,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3484,6.968,69.68,1503,30.06,500,10,34383,68.766,37,0.74,10,150,3,0,0,0
top_agent,"(20, 20)",200,20,0,20,4687,9.374,93.74,1500,30,500,10,46379,92.758,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,20,0,20,4669,9.338,93.38,1500,30,500,10,34358,68.716,38,0.76,10,150,3,0,0,0
top_agent,"(20, 20)",200,15,0,15,3644,7.288,72.88,1506,30.12,500,10,46366,92.732,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,15,0,15,3618,7.236,72.36,1503,30.06,500,10,41863,83.726,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3319,6.638,66.38,1505,30.1,500,10,47890,95.78,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3493,6.986,69.86,1503,30.06,500,10,44872,89.744,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3667,7.334,73.34,1504,30.08,500,10,44876,89.752,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3638,7.276,72.76,1503,30.06,500,10,46367,92.734,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,0,9,3804,7.608,76.08,1510,30.2,500,10,47145,94.29,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,9,0,9,3852,7.704,77.04,1501,30.02,500,10,36601,73.202,38,0.76,10,150,3,0,0,0
top_agent,"(20, 20)",200,21,1,20,3265,6.53,65.3,1504,30.08,500,10,39616,79.232,43,0.86,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,21,1,20,3146,6.292,62.92,1501,30.02,500,10,51638,103.276,60,1.2,10,150,3,0,0,0
top_agent,"(20, 20)",200,12,1,11,3702,7.404,74.04,1500,30,500,10,50891,101.782,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,12,1,11,3951,7.902,79.02,1500,30,500,10,46362,92.724,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,2786,5.572,55.72,1503,30.06,500,10,47877,95.754,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,2953,5.906,59.06,1507,30.14,500,10,40398,80.796,43,0.86,10,150,3,0,0,0
top_agent,"(20, 20)",200,11,0,11,4355,8.71,87.1,1503,30.06,500,10,46368,92.736,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,11,0,11,3984,7.968,79.68,1510,30.2,500,10,38859,77.718,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3763,7.526,75.26,1500,30,500,10,59891,119.782,67,1.34,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3412,6.824,68.24,1506,30.12,500,10,38103,76.206,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,16,0,16,3929,7.858,78.58,1500,30,500,10,50856,101.712,61,1.22,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,16,0,16,4136,8.272,82.72,1501,30.02,500,10,48613,97.226,57,1.14,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3935,7.87,78.7,1500,30,500,10,47144,94.288,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3706,7.412,74.12,1500,30,500,10,46370,92.74,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,4298,8.596,85.96,1501,30.02,500,10,42607,85.214,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,4030,8.06,80.6,1507,30.14,500,10,43369,86.738,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,17,1,16,3575,7.15,71.5,1500,30,500,10,42623,85.246,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,17,1,16,3614,7.228,72.28,1501,30.02,500,10,41123,82.246,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",200,21,0,21,3257,6.514,65.14,1503,30.06,500,10,53131,106.262,60,1.2,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,21,0,21,3324,6.648,66.48,1501,30.02,500,10,53890,107.78,62,1.24,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,4021,8.042,80.42,1506,30.12,500,10,46372,92.744,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,4399,8.798,87.98,1500,30,500,10,50128,100.256,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,15,0,15,2813,5.626,56.26,1505,30.1,500,10,47124,94.248,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,15,0,15,3069,6.138,61.38,1505,30.1,500,10,44871,89.742,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,0,9,3027,6.054,60.54,1500,30,500,10,35865,71.73,37,0.74,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,9,0,9,2990,5.98,59.8,1503,30.06,500,10,48638,97.276,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3434,6.868,68.68,1510,30.2,500,10,47882,95.764,53,1.06,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",200,1,0,1,3985,7.97,79.7,1506,30.12,500,10,48654,97.308,61,1.22,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3355,6.71,67.1,1512,30.24,500,10,39630,79.26,43,0.86,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3753,7.506,75.06,1501,30.02,500,10,48620,97.24,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,22,2,20,4752,9.504,95.04,1503,30.06,500,10,43361,86.722,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,22,2,20,4885,9.77,97.7,1506,30.12,500,10,56916,113.832,61,1.22,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,0,9,4049,8.098,80.98,1503,30.06,500,10,49361,98.722,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,9,0,9,4287,8.574,85.74,1501,30.02,500,10,37366,74.732,39,0.78,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,3812,7.624,76.24,1501,30.02,500,10,36619,73.238,38,0.76,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,4187,8.374,83.74,1500,30,500,10,48610,97.22,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,4191,8.382,83.82,1503,30.06,500,10,52363,104.726,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4476,8.952,89.52,1503,30.06,500,10,52385,104.77,57,1.14,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,0,7,3519,7.038,70.38,1510,30.2,500,10,50914,101.828,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,0,7,3315,6.63,66.3,1502,30.04,500,10,46397,92.794,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3644,7.288,72.88,1503,30.06,500,10,39598,79.196,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3814,7.628,76.28,1501,30.02,500,10,47872,95.744,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,1,5,3699,7.398,73.98,1503,30.06,500,10,50883,101.766,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,1,5,3491,6.982,69.82,1509,30.18,500,10,47900,95.8,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,14,1,13,3296,6.592,65.92,1501,30.02,500,10,34347,68.694,43,0.86,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,14,1,13,3295,6.59,65.9,1500,30,500,10,36594,73.188,39,0.78,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3971,7.942,79.42,1501,30.02,500,10,44102,88.204,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,4595,9.19,91.9,1503,30.06,500,10,46359,92.718,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,3209,6.418,64.18,1503,30.06,500,10,50877,101.754,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,3617,7.234,72.34,1500,30,500,10,42613,85.226,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,10,0,10,3267,6.534,65.34,1503,30.06,500,10,55413,110.826,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,10,0,10,3250,6.5,65,1503,30.06,500,10,51645,103.29,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3798,7.596,75.96,1500,30,500,10,41114,82.228,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3595,7.19,71.9,1501,30.02,500,10,41875,83.75,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3051,6.102,61.02,1503,30.06,500,10,44127,88.254,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3063,6.126,61.26,1503,30.06,500,10,35847,71.694,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,4143,8.286,82.86,1504,30.08,500,10,47120,94.24,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,4448,8.896,88.96,1501,30.02,500,10,44884,89.768,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3659,7.318,73.18,1500,30,500,10,48619,97.238,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4246,8.492,84.92,1503,30.06,500,10,46365,92.73,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,18,1,17,3903,7.806,78.06,1504,30.08,500,10,45619,91.238,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,18,1,17,3406,6.812,68.12,1506,30.12,500,10,55396,110.792,61,1.22,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3614,7.228,72.28,1504,30.08,500,10,46384,92.768,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3354,6.708,67.08,1502,30.04,500,10,44878,89.756,55,1.1,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,0,7,4011,8.022,80.22,1504,30.08,500,10,44116,88.232,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,0,7,3848,7.696,76.96,1501,30.02,500,10,38115,76.23,38,0.76,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3538,7.076,70.76,1510,30.2,500,10,41146,82.292,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3755,7.51,75.1,1500,30,500,10,39612,79.224,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,4156,8.312,83.12,1500,30,500,10,41871,83.742,41,0.82,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4122,8.244,82.44,1503,30.06,500,10,47861,95.722,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3355,6.71,67.1,1507,30.14,500,10,52409,104.818,62,1.24,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3674,7.348,73.48,1501,30.02,500,10,50870,101.74,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3122,6.244,62.44,1501,30.02,500,10,47875,95.75,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3176,6.352,63.52,1506,30.12,500,10,37390,74.78,40,0.8,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,4189,8.378,83.78,1500,30,500,10,44865,89.73,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3866,7.732,77.32,1500,30,500,10,50136,100.272,53,1.06,10,150,3,0,0,0
top_agent,"(20, 20)",200,13,0,13,4445,8.89,88.9,1505,30.1,500,10,47116,94.232,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,13,0,13,4094,8.188,81.88,1503,30.06,500,10,56150,112.3,63,1.26,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3173,6.346,63.46,1510,30.2,500,10,43390,86.78,52,1.04,10,150,3,0,0,0
