Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves,Total No. of Avalanche Matches,Avg No. of Avalanche Matches,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move,Avg avalanche count after first move
bottom_agent,"(9, 9)",20,0,0,0,232,0.464,1571,31.42,500,10,7125,14.25,54,1.08,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,0,0,0,229,0.458,1570,31.4,500,10,8084,16.168,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,258,0.516,1593,31.86,500,10,8444,16.888,61,1.22,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,1,0,1,226,0.452,1603,32.06,500,10,6893,13.786,60,1.2,10,150,3,27,0.54,9,0.18
bottom_agent,"(9, 9)",20,1,0,1,260,0.52,1596,31.92,500,10,8504,17.008,64,1.28,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,0,0,0,247,0.494,1561,31.22,500,10,9383,18.766,59,1.18,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,273,0.546,1600,32,500,10,9995,19.99,71,1.42,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,1,0,1,228,0.456,1531,30.62,500,10,8634,17.268,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,228,0.456,1611,32.22,500,10,7331,14.662,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,146,0.292,1605,32.1,500,10,6639,13.278,51,1.02,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,182,0.364,1615,32.3,500,10,6841,13.682,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,194,0.388,1583,31.66,500,10,5879,11.758,47,0.94,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,199,0.398,1578,31.56,500,10,7799,15.598,57,1.14,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,212,0.424,1579,31.58,500,10,6676,13.352,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,251,0.502,1591,31.82,500,10,9314,18.628,64,1.28,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,248,0.496,1577,31.54,500,10,8677,17.354,69,1.38,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,200,0.4,1589,31.78,500,10,8297,16.594,63,1.26,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,227,0.454,1576,31.52,500,10,7940,15.88,61,1.22,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,241,0.482,1579,31.58,500,10,9179,18.358,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,257,0.514,1589,31.78,500,10,8911,17.822,63,1.26,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",20,0,0,0,279,0.558,1582,31.64,500,10,8746,17.492,63,1.26,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,0,0,0,272,0.544,1578,31.56,500,10,8562,17.124,57,1.14,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,294,0.588,1567,31.34,500,10,10478,20.956,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,159,0.318,1577,31.54,500,10,7574,15.148,54,1.08,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,1,0,1,183,0.366,1583,31.66,500,10,7896,15.792,60,1.2,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,0,0,0,201,0.402,1573,31.46,500,10,7395,14.79,57,1.14,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",20,0,0,0,214,0.428,1575,31.5,500,10,9384,18.768,64,1.28,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,262,0.524,1553,31.06,500,10,6571,13.142,42,0.84,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,274,0.548,1595,31.9,500,10,8279,16.558,59,1.18,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,233,0.466,1754,35.08,500,10,6584,13.168,104,2.08,10,150,3,150,3,50,1
bottom_agent,"(9, 9)",20,0,0,0,243,0.486,1717,34.34,500,10,6569,13.138,93,1.86,10,150,3,150,3,50,1
top_agent,"(9, 9)",20,0,0,0,228,0.456,1585,31.7,500,10,8823,17.646,64,1.28,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",20,0,0,0,256,0.512,1580,31.6,500,10,7192,14.384,52,1.04,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,3,2,1,192,0.384,1568,31.36,500,10,7379,14.758,52,1.04,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,3,2,1,189,0.378,1549,30.98,500,10,5830,11.66,41,0.82,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,1,0,1,156,0.312,1672,33.44,500,10,7554,15.108,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,244,0.488,1780,35.6,500,10,9344,18.688,115,2.3,10,150,3,156,3.12,52,1.04
top_agent,"(9, 9)",20,0,0,0,196,0.392,1566,31.32,500,10,6020,12.04,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,187,0.374,1598,31.96,500,10,6947,13.894,58,1.16,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,253,0.506,1566,31.32,500,10,8238,16.476,58,1.16,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,283,0.566,1587,31.74,500,10,8293,16.586,63,1.26,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,1,0,1,243,0.486,1558,31.16,500,10,7012,14.024,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,242,0.484,1578,31.56,500,10,7695,15.39,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,240,0.48,1580,31.6,500,10,7690,15.38,58,1.16,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,1,1,229,0.458,1562,31.24,500,10,6556,13.112,44,0.88,10,150,3,23,0.46,7,0.14
top_agent,"(9, 9)",20,0,0,0,269,0.538,1599,31.98,500,10,8868,17.736,69,1.38,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,274,0.548,1582,31.64,500,10,8171,16.342,59,1.18,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,227,0.454,1752,35.04,500,10,8552,17.104,112,2.24,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,228,0.456,1772,35.44,500,10,8433,16.866,112,2.24,10,150,3,162,3.24,50,1
top_agent,"(9, 9)",20,5,4,1,289,0.578,1595,31.9,500,10,9308,18.616,70,1.4,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,5,4,1,281,0.562,1587,31.74,500,10,7959,15.918,68,1.36,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,214,0.428,1575,31.5,500,10,8040,16.08,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,225,0.45,1592,31.84,500,10,8209,16.418,57,1.14,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,291,0.582,1555,31.1,500,10,8285,16.57,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,299,0.598,1583,31.66,500,10,9288,18.576,67,1.34,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,242,0.484,1556,31.12,500,10,8339,16.678,59,1.18,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",20,2,1,1,236,0.472,1578,31.56,500,10,8142,16.284,55,1.1,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,2,1,1,195,0.39,1555,31.1,500,10,5687,11.374,35,0.7,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,2,1,1,212,0.424,1548,30.96,500,10,6387,12.774,40,0.8,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,226,0.452,1563,31.26,500,10,7767,15.534,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,265,0.53,1574,31.48,500,10,8070,16.14,59,1.18,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,220,0.44,1560,31.2,500,10,7635,15.27,54,1.08,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,236,0.472,1583,31.66,500,10,7944,15.888,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,3,1,2,142,0.284,1565,31.3,500,10,5056,10.112,33,0.66,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,3,1,2,154,0.308,1584,31.68,500,10,5846,11.692,49,0.98,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,274,0.548,1571,31.42,500,10,8731,17.462,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,285,0.57,1588,31.76,500,10,7527,15.054,60,1.2,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,99,0.198,1540,30.8,500,10,5419,10.838,37,0.74,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,179,0.358,1593,31.86,500,10,8614,17.228,57,1.14,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,0,0,0,302,0.604,1558,31.16,500,10,9331,18.662,61,1.22,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,301,0.602,1590,31.8,500,10,9630,19.26,75,1.5,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,179,0.358,1576,31.52,500,10,4927,9.854,38,0.76,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",20,1,0,1,209,0.418,1585,31.7,500,10,6496,12.992,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,3,2,1,240,0.48,1635,32.7,500,10,8784,17.568,66,1.32,10,200,4,13,0.26,4,0.08
bottom_agent,"(9, 9)",20,3,2,1,288,0.576,1648,32.96,500,10,9031,18.062,67,1.34,10,200,4,9,0.18,3,0.06
top_agent,"(9, 9)",20,1,0,1,210,0.42,1566,31.32,500,10,8585,17.17,57,1.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,220,0.44,1595,31.9,500,10,8761,17.522,70,1.4,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,225,0.45,1595,31.9,500,10,6362,12.724,54,1.08,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",20,0,0,0,205,0.41,1584,31.68,500,10,6924,13.848,53,1.06,10,150,3,18,0.36,6,0.12
top_agent,"(9, 9)",20,1,0,1,215,0.43,1577,31.54,500,10,6445,12.89,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,230,0.46,1609,32.18,500,10,7979,15.958,66,1.32,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,0,0,0,242,0.484,1569,31.38,500,10,7816,15.632,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,248,0.496,1569,31.38,500,10,8508,17.016,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,290,0.58,1591,31.82,500,10,7826,15.652,56,1.12,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,283,0.566,1606,32.12,500,10,10264,20.528,74,1.48,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,163,0.326,1556,31.12,500,10,5009,10.018,34,0.68,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,199,0.398,1586,31.72,500,10,6057,12.114,48,0.96,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,180,0.36,1606,32.12,500,10,6497,12.994,53,1.06,10,150,3,21,0.42,7,0.14
bottom_agent,"(9, 9)",20,0,0,0,196,0.392,1609,32.18,500,10,7848,15.696,66,1.32,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,1,0,1,247,0.494,1590,31.8,500,10,7721,15.442,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,277,0.554,1605,32.1,500,10,10102,20.204,75,1.5,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,281,0.562,1603,32.06,500,10,8842,17.684,69,1.38,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,284,0.568,1606,32.12,500,10,9784,19.568,73,1.46,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,274,0.548,1592,31.84,500,10,9398,18.796,68,1.36,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,274,0.548,1571,31.42,500,10,8180,16.36,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,294,0.588,1596,31.92,500,10,7919,15.838,64,1.28,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,286,0.572,1596,31.92,500,10,9315,18.63,65,1.3,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,162,0.324,1584,31.68,500,10,5811,11.622,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,1,1,171,0.342,1579,31.58,500,10,6034,12.068,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,212,0.424,1569,31.38,500,10,7539,15.078,55,1.1,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,229,0.458,1609,32.18,500,10,7281,14.562,65,1.3,10,150,3,4,0.08,1,0.02
top_agent,"(9, 9)",20,1,0,1,165,0.33,1557,31.14,500,10,5885,11.77,37,0.74,10,150,3,4,0.08,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,193,0.386,1575,31.5,500,10,6502,13.004,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,3,2,1,213,0.426,1593,31.86,500,10,9113,18.226,66,1.32,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,3,2,1,246,0.492,1628,32.56,500,10,9384,18.768,79,1.58,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,189,0.378,1546,30.92,500,10,5492,10.984,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,218,0.436,1581,31.62,500,10,6992,13.984,54,1.08,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,244,0.488,1581,31.62,500,10,8415,16.83,54,1.08,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,284,0.568,1598,31.96,500,10,8326,16.652,68,1.36,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,168,0.336,1570,31.4,500,10,8298,16.596,56,1.12,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,184,0.368,1634,32.68,500,10,7421,14.842,62,1.24,10,150,3,24,0.48,6,0.12
top_agent,"(9, 9)",20,3,1,2,256,0.512,1602,32.04,500,10,9003,18.006,74,1.48,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,3,1,2,249,0.498,1594,31.88,500,10,8484,16.968,60,1.2,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,1,0,1,243,0.486,1589,31.78,500,10,9122,18.244,61,1.22,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,275,0.55,1592,31.84,500,10,9899,19.798,65,1.3,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,190,0.38,1594,31.88,500,10,6924,13.848,59,1.18,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,2,1,1,229,0.458,1602,32.04,500,10,8550,17.1,70,1.4,10,150,3,16,0.32,5,0.1
top_agent,"(9, 9)",20,0,0,0,272,0.544,1585,31.7,500,10,8069,16.138,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,295,0.59,1593,31.86,500,10,8655,17.31,68,1.36,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,278,0.556,1575,31.5,500,10,9524,19.048,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,254,0.508,1570,31.4,500,10,9264,18.528,62,1.24,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,41,0.082,1533,30.66,500,10,1891,3.782,11,0.22,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,69,0.138,1587,31.74,500,10,5206,10.412,35,0.7,10,150,3,16,0.32,4,0.08
top_agent,"(9, 9)",20,1,0,1,216,0.432,1579,31.58,500,10,8509,17.018,61,1.22,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,215,0.43,1562,31.24,500,10,8095,16.19,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,253,0.506,1542,30.84,500,10,8175,16.35,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,251,0.502,1587,31.74,500,10,7983,15.966,64,1.28,10,150,3,8,0.16,2,0.04
top_agent,"(9, 9)",20,1,0,1,299,0.598,1579,31.58,500,10,8800,17.6,65,1.3,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,276,0.552,1581,31.62,500,10,10055,20.11,73,1.46,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,265,0.53,1572,31.44,500,10,7951,15.902,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,250,0.5,1577,31.54,500,10,7609,15.218,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,254,0.508,1568,31.36,500,10,8483,16.966,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,298,0.596,1577,31.54,500,10,9138,18.276,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,228,0.456,1566,31.32,500,10,9662,19.324,63,1.26,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,234,0.468,1615,32.3,500,10,9914,19.828,78,1.56,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,3,2,1,206,0.412,1549,30.98,500,10,7781,15.562,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,3,2,1,218,0.436,1611,32.22,500,10,10450,20.9,82,1.64,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,257,0.514,1549,30.98,500,10,7987,15.974,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,257,0.514,1577,31.54,500,10,7436,14.872,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,242,0.484,1591,31.82,500,10,9921,19.842,75,1.5,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,270,0.54,1569,31.38,500,10,8309,16.618,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,190,0.38,1590,31.8,500,10,8705,17.41,64,1.28,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,192,0.384,1602,32.04,500,10,9064,18.128,68,1.36,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,177,0.354,1589,31.78,500,10,7798,15.596,53,1.06,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",20,0,0,0,205,0.41,1632,32.64,500,10,9366,18.732,78,1.56,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,207,0.414,1599,31.98,500,10,7755,15.51,62,1.24,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,199,0.398,1556,31.12,500,10,6499,12.998,44,0.88,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,1,0,1,207,0.414,1563,31.26,500,10,7718,15.436,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,176,0.352,1585,31.7,500,10,7483,14.966,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,213,0.426,1569,31.38,500,10,8265,16.53,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,227,0.454,1565,31.3,500,10,9089,18.178,58,1.16,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,1,0,1,193,0.386,1553,31.06,500,10,7379,14.758,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,195,0.39,1590,31.8,500,10,6307,12.614,54,1.08,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,146,0.292,1562,31.24,500,10,6012,12.024,44,0.88,10,150,3,21,0.42,7,0.14
bottom_agent,"(9, 9)",20,0,0,0,170,0.34,1564,31.28,500,10,6144,12.288,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,233,0.466,1584,31.68,500,10,7215,14.43,46,0.92,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",20,1,0,1,227,0.454,1611,32.22,500,10,7431,14.862,72,1.44,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,0,0,0,244,0.488,1561,31.22,500,10,8814,17.628,57,1.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,258,0.516,1580,31.6,500,10,9403,18.806,69,1.38,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,235,0.47,1622,32.44,500,10,8415,16.83,70,1.4,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,313,0.626,1598,31.96,500,10,11932,23.864,84,1.68,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,284,0.568,1562,31.24,500,10,8971,17.942,58,1.16,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,281,0.562,1570,31.4,500,10,9771,19.542,64,1.28,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,187,0.374,1728,34.56,500,10,8059,16.118,107,2.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,205,0.41,1545,30.9,500,10,6816,13.632,42,0.84,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,231,0.462,1584,31.68,500,10,8251,16.502,59,1.18,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",20,0,0,0,234,0.468,1554,31.08,500,10,7309,14.618,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,243,0.486,1592,31.84,500,10,8945,17.89,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,1,1,253,0.506,1601,32.02,500,10,10008,20.016,71,1.42,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,148,0.296,1576,31.52,500,10,7122,14.244,52,1.04,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,165,0.33,1586,31.72,500,10,7183,14.366,55,1.1,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,168,0.336,1552,31.04,500,10,6230,12.46,41,0.82,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",20,1,0,1,175,0.35,1586,31.72,500,10,6353,12.706,54,1.08,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",20,0,0,0,221,0.442,1582,31.64,500,10,7057,14.114,53,1.06,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,210,0.42,1611,32.22,500,10,9140,18.28,72,1.44,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,224,0.448,1621,32.42,500,10,9626,19.252,78,1.56,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,258,0.516,1605,32.1,500,10,10541,21.082,71,1.42,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,229,0.458,1712,34.24,500,10,8791,17.582,106,2.12,10,150,3,153,3.06,51,1.02
bottom_agent,"(9, 9)",20,0,0,0,246,0.492,1589,31.78,500,10,10546,21.092,76,1.52,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",20,0,0,0,265,0.53,1577,31.54,500,10,8059,16.118,58,1.16,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,315,0.63,1621,32.42,500,10,8502,17.004,74,1.48,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,283,0.566,1567,31.34,500,10,9136,18.272,57,1.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,287,0.574,1601,32.02,500,10,12008,24.016,78,1.56,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,178,0.356,1568,31.36,500,10,7680,15.36,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,1,1,249,0.498,1582,31.64,500,10,7079,14.158,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,258,0.516,1587,31.74,500,10,7390,14.78,65,1.3,10,150,3,24,0.48,8,0.16
bottom_agent,"(9, 9)",20,0,0,0,273,0.546,1573,31.46,500,10,8429,16.858,55,1.1,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,0,0,0,244,0.488,1582,31.64,500,10,9461,18.922,64,1.28,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,284,0.568,1611,32.22,500,10,8177,16.354,71,1.42,10,150,3,21,0.42,7,0.14
top_agent,"(9, 9)",20,0,0,0,179,0.358,1608,32.16,500,10,5664,11.328,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,201,0.402,1589,31.78,500,10,7697,15.394,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,205,0.41,1737,34.74,500,10,8104,16.208,111,2.22,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,219,0.438,1557,31.14,500,10,7291,14.582,46,0.92,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,0,0,0,250,0.5,1587,31.74,500,10,9330,18.66,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,256,0.512,1594,31.88,500,10,8739,17.478,69,1.38,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,154,0.308,1605,32.1,500,10,7069,14.138,58,1.16,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",20,0,0,0,181,0.362,1591,31.82,500,10,7461,14.922,58,1.16,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,1,0,1,250,0.5,1588,31.76,500,10,8618,17.236,63,1.26,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,1,0,1,270,0.54,1563,31.26,500,10,9925,19.85,66,1.32,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",20,0,0,0,227,0.454,1638,32.76,500,10,8421,16.842,61,1.22,10,200,4,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,236,0.472,1579,31.58,500,10,8564,17.128,58,1.16,10,150,3,3,0.06,1,0.02
