Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves,Total No. of Avalanche Matches,Avg No. of Avalanche Matches,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move,Avg avalanche count after first move
top_agent,"(9, 9)",18,0,0,0,177,0.354,1628,32.56,500,10,9719,19.438,74,1.48,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",18,0,0,0,221,0.442,1607,32.14,500,10,9242,18.484,74,1.48,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",18,1,0,1,138,0.276,1578,31.56,500,10,5676,11.352,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,1,0,1,173,0.346,1545,30.9,500,10,6532,13.064,42,0.84,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",18,0,0,0,189,0.378,1564,31.28,500,10,8488,16.976,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,223,0.446,1633,32.66,500,10,9465,18.93,73,1.46,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,1,0,1,148,0.296,1627,32.54,500,10,7612,15.224,67,1.34,10,150,3,16,0.32,5,0.1
bottom_agent,"(9, 9)",18,1,0,1,177,0.354,1772,35.44,500,10,10043,20.086,127,2.54,10,150,3,21,0.42,7,0.14
top_agent,"(9, 9)",18,0,0,0,221,0.442,1579,31.58,500,10,7333,14.666,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,227,0.454,1605,32.1,500,10,8443,16.886,69,1.38,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,1,0,1,188,0.376,1577,31.54,500,10,7791,15.582,51,1.02,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,1,0,1,167,0.334,1580,31.6,500,10,5873,11.746,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,206,0.412,1584,31.68,500,10,8536,17.072,54,1.08,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,0,0,0,225,0.45,1623,32.46,500,10,7360,14.72,62,1.24,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",18,0,0,0,198,0.396,1618,32.36,500,10,9779,19.558,79,1.58,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,0,0,0,203,0.406,1616,32.32,500,10,9723,19.446,77,1.54,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,180,0.36,1594,31.88,500,10,8237,16.474,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,191,0.382,1660,33.2,500,10,9328,18.656,77,1.54,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,179,0.358,1560,31.2,500,10,7662,15.324,57,1.14,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",18,0,0,0,219,0.438,1584,31.68,500,10,8807,17.614,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,1,0,1,219,0.438,1610,32.2,500,10,7629,15.258,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,1,0,1,252,0.504,1630,32.6,500,10,9359,18.718,79,1.58,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,106,0.212,1625,32.5,500,10,5189,10.378,42,0.84,10,200,4,6,0.12,2,0.04
bottom_agent,"(9, 9)",18,0,0,0,111,0.222,1640,32.8,500,10,5852,11.704,47,0.94,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",18,0,0,0,169,0.338,1623,32.46,500,10,10181,20.362,73,1.46,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",18,0,0,0,194,0.388,1583,31.66,500,10,8231,16.462,58,1.16,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",18,0,0,0,88,0.176,1588,31.76,500,10,5488,10.976,43,0.86,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,0,0,0,129,0.258,1730,34.6,500,10,7003,14.006,103,2.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,155,0.31,1610,32.2,500,10,7048,14.096,62,1.24,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",18,0,0,0,216,0.432,1619,32.38,500,10,8361,16.722,70,1.4,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,192,0.384,1609,32.18,500,10,7474,14.948,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,181,0.362,1623,32.46,500,10,9050,18.1,79,1.58,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,171,0.342,1567,31.34,500,10,7494,14.988,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,178,0.356,1631,32.62,500,10,8120,16.24,66,1.32,10,150,3,7,0.14,2,0.04
top_agent,"(9, 9)",18,0,0,0,205,0.41,1623,32.46,500,10,8287,16.574,70,1.4,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",18,0,0,0,235,0.47,1631,32.62,500,10,8259,16.518,72,1.44,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",18,0,0,0,134,0.268,1580,31.6,500,10,6397,12.794,51,1.02,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,0,0,0,151,0.302,1588,31.76,500,10,7606,15.212,55,1.1,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,191,0.382,1633,32.66,500,10,5919,11.838,60,1.2,10,150,3,40,0.8,13,0.26
bottom_agent,"(9, 9)",18,0,0,0,210,0.42,1590,31.8,500,10,7418,14.836,57,1.14,10,150,3,18,0.36,6,0.12
top_agent,"(9, 9)",18,1,0,1,140,0.28,1614,32.28,500,10,6659,13.318,60,1.2,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",18,1,0,1,136,0.272,1566,31.32,500,10,6235,12.47,44,0.88,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",18,0,0,0,224,0.448,1599,31.98,500,10,8706,17.412,60,1.2,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,0,0,0,227,0.454,1616,32.32,500,10,10054,20.108,78,1.56,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,202,0.404,1576,31.52,500,10,8230,16.46,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,203,0.406,1611,32.22,500,10,8979,17.958,76,1.52,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",18,3,1,2,240,0.48,1588,31.76,500,10,7922,15.844,60,1.2,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,3,1,2,256,0.512,1582,31.64,500,10,9426,18.852,70,1.4,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,158,0.316,1592,31.84,500,10,7985,15.97,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,173,0.346,1572,31.44,500,10,8653,17.306,61,1.22,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,204,0.408,1583,31.66,500,10,9273,18.546,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,223,0.446,1618,32.36,500,10,9659,19.318,74,1.48,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,0,0,0,200,0.4,1667,33.34,500,10,9337,18.674,70,1.4,10,200,4,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,219,0.438,1657,33.14,500,10,10599,21.198,77,1.54,10,200,4,0,0,0,0
top_agent,"(9, 9)",18,1,0,1,156,0.312,1639,32.78,500,10,7049,14.098,58,1.16,10,200,4,15,0.3,5,0.1
bottom_agent,"(9, 9)",18,1,0,1,180,0.36,1615,32.3,500,10,8213,16.426,74,1.48,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",18,1,0,1,111,0.222,1564,31.28,500,10,5517,11.034,36,0.72,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,1,0,1,159,0.318,1599,31.98,500,10,7656,15.312,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",18,1,0,1,150,0.3,1627,32.54,500,10,8214,16.428,60,1.2,10,200,4,21,0.42,7,0.14
bottom_agent,"(9, 9)",18,1,0,1,151,0.302,1656,33.12,500,10,7361,14.722,63,1.26,10,200,4,9,0.18,3,0.06
top_agent,"(9, 9)",18,0,0,0,160,0.32,1565,31.3,500,10,8751,17.502,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",18,0,0,0,206,0.412,1620,32.4,500,10,8795,17.59,72,1.44,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",18,0,0,0,167,0.334,1623,32.46,500,10,7351,14.702,65,1.3,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",18,0,0,0,160,0.32,1628,32.56,500,10,7816,15.632,75,1.5,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,283,0.566,1579,31.58,500,10,9775,19.55,73,1.46,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,320,0.64,1607,32.14,500,10,10067,20.134,78,1.56,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,0,0,0,259,0.518,1599,31.98,500,10,9436,18.872,72,1.44,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,279,0.558,1617,32.34,500,10,8993,17.986,85,1.7,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,233,0.466,1581,31.62,500,10,10424,20.848,66,1.32,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,1,0,1,202,0.404,1591,31.82,500,10,7645,15.29,58,1.16,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,251,0.502,1580,31.6,500,10,6060,12.12,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,231,0.462,1582,31.64,500,10,8540,17.08,62,1.24,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,3,1,2,252,0.504,1587,31.74,500,10,8736,17.472,56,1.12,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,3,1,2,250,0.5,1597,31.94,500,10,9262,18.524,66,1.32,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,207,0.414,1584,31.68,500,10,8250,16.5,58,1.16,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,231,0.462,1598,31.96,500,10,6628,13.256,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,3,1,2,227,0.454,1866,37.32,500,10,8883,17.766,109,2.18,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,3,1,2,242,0.484,1892,37.84,500,10,6707,13.414,105,2.1,10,150,3,324,6.48,54,1.08
top_agent,"(9, 9)",20,0,0,0,202,0.404,1580,31.6,500,10,7104,14.208,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,204,0.408,1576,31.52,500,10,9112,18.224,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,255,0.51,1625,32.5,500,10,7895,15.79,75,1.5,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",20,1,0,1,280,0.56,1606,32.12,500,10,9923,19.846,76,1.52,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,233,0.466,1565,31.3,500,10,7892,15.784,51,1.02,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,2,1,1,277,0.554,1579,31.58,500,10,8939,17.878,65,1.3,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",20,1,0,1,214,0.428,1551,31.02,500,10,7775,15.55,52,1.04,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,250,0.5,1604,32.08,500,10,8283,16.566,66,1.32,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",20,0,0,0,230,0.46,1556,31.12,500,10,6525,13.05,47,0.94,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",20,0,0,0,226,0.452,1557,31.14,500,10,7768,15.536,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,124,0.248,1555,31.1,500,10,4791,9.582,36,0.72,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,194,0.388,1586,31.72,500,10,7587,15.174,56,1.12,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,259,0.518,1593,31.86,500,10,7454,14.908,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,268,0.536,1580,31.6,500,10,8611,17.222,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,197,0.394,1606,32.12,500,10,8428,16.856,59,1.18,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,212,0.424,1613,32.26,500,10,10535,21.07,78,1.56,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,181,0.362,1583,31.66,500,10,6942,13.884,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,219,0.438,1555,31.1,500,10,7084,14.168,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,221,0.442,1584,31.68,500,10,7338,14.676,58,1.16,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",20,1,0,1,266,0.532,1568,31.36,500,10,7144,14.288,56,1.12,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,311,0.622,1594,31.88,500,10,9742,19.484,70,1.4,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,300,0.6,1565,31.3,500,10,9090,18.18,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,183,0.366,1580,31.6,500,10,8715,17.43,57,1.14,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,239,0.478,1781,35.62,500,10,8375,16.75,122,2.44,10,150,3,156,3.12,52,1.04
top_agent,"(9, 9)",20,0,0,0,239,0.478,1567,31.34,500,10,7472,14.944,58,1.16,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,243,0.486,1580,31.6,500,10,7766,15.532,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,216,0.432,1568,31.36,500,10,8339,16.678,58,1.16,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,186,0.372,1585,31.7,500,10,8531,17.062,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,173,0.346,1542,30.84,500,10,6220,12.44,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,253,0.506,1617,32.34,500,10,8856,17.712,78,1.56,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,257,0.514,1579,31.58,500,10,9116,18.232,60,1.2,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,281,0.562,1583,31.66,500,10,6926,13.852,55,1.1,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,293,0.586,1587,31.74,500,10,8835,17.67,71,1.42,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",20,0,0,0,279,0.558,1600,32,500,10,9070,18.14,77,1.54,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,0,0,0,281,0.562,1579,31.58,500,10,8986,17.972,64,1.28,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,282,0.564,1614,32.28,500,10,8926,17.852,67,1.34,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,1,1,200,0.4,1570,31.4,500,10,8337,16.674,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,1,1,225,0.45,1579,31.58,500,10,7616,15.232,55,1.1,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,233,0.466,1735,34.7,500,10,8065,16.13,108,2.16,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,259,0.518,1586,31.72,500,10,10228,20.456,73,1.46,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,231,0.462,1588,31.76,500,10,8932,17.864,63,1.26,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,252,0.504,1615,32.3,500,10,10210,20.42,85,1.7,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",20,0,0,0,242,0.484,1607,32.14,500,10,7816,15.632,63,1.26,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,240,0.48,1578,31.56,500,10,10400,20.8,69,1.38,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,283,0.566,1623,32.46,500,10,8850,17.7,68,1.36,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,260,0.52,1564,31.28,500,10,8373,16.746,64,1.28,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,258,0.516,1562,31.24,500,10,9030,18.06,59,1.18,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,240,0.48,1582,31.64,500,10,7464,14.928,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,264,0.528,1563,31.26,500,10,8985,17.97,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,268,0.536,1572,31.44,500,10,6432,12.864,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,2,0,2,164,0.328,1597,31.94,500,10,6739,13.478,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,0,2,177,0.354,1605,32.1,500,10,6890,13.78,62,1.24,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,165,0.33,1559,31.18,500,10,6673,13.346,40,0.8,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,195,0.39,1569,31.38,500,10,7642,15.284,47,0.94,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,1,0,1,246,0.492,1588,31.76,500,10,8421,16.842,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,235,0.47,1598,31.96,500,10,9464,18.928,76,1.52,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,201,0.402,1574,31.48,500,10,7455,14.91,54,1.08,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,214,0.428,1578,31.56,500,10,6472,12.944,54,1.08,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,0,0,0,259,0.518,1607,32.14,500,10,8130,16.26,62,1.24,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,246,0.492,1604,32.08,500,10,9611,19.222,68,1.36,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,229,0.458,1560,31.2,500,10,9662,19.324,60,1.2,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",20,0,0,0,251,0.502,1593,31.86,500,10,8023,16.046,59,1.18,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,2,0,2,200,0.4,1597,31.94,500,10,8636,17.272,63,1.26,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,0,2,224,0.448,1559,31.18,500,10,7613,15.226,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,174,0.348,1541,30.82,500,10,6079,12.158,41,0.82,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,215,0.43,1580,31.6,500,10,6640,13.28,54,1.08,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,2,1,1,262,0.524,1590,31.8,500,10,9564,19.128,69,1.38,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,1,1,288,0.576,1596,31.92,500,10,8984,17.968,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,206,0.412,1576,31.52,500,10,7949,15.898,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,211,0.422,1594,31.88,500,10,7670,15.34,67,1.34,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,1,0,1,167,0.334,1756,35.12,500,10,6391,12.782,106,2.12,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,188,0.376,1589,31.78,500,10,6164,12.328,48,0.96,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,0,0,0,181,0.362,1554,31.08,500,10,5253,10.506,34,0.68,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,168,0.336,1553,31.06,500,10,6455,12.91,45,0.9,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,0,0,0,207,0.414,1585,31.7,500,10,7581,15.162,51,1.02,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,221,0.442,1599,31.98,500,10,7039,14.078,55,1.1,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",20,0,0,0,295,0.59,1585,31.7,500,10,8756,17.512,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,283,0.566,1577,31.54,500,10,9157,18.314,62,1.24,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,247,0.494,1610,32.2,500,10,9177,18.354,75,1.5,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,268,0.536,1597,31.94,500,10,9100,18.2,67,1.34,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,1,0,1,266,0.532,1572,31.44,500,10,8437,16.874,61,1.22,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,270,0.54,1582,31.64,500,10,9304,18.608,62,1.24,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,295,0.59,1567,31.34,500,10,8894,17.788,59,1.18,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,311,0.622,1569,31.38,500,10,8679,17.358,60,1.2,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,204,0.408,1729,34.58,500,10,8966,17.932,61,1.22,10,300,6,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,231,0.462,1749,34.98,500,10,9255,18.51,65,1.3,10,300,6,6,0.12,2,0.04
top_agent,"(9, 9)",20,1,0,1,207,0.414,1571,31.42,500,10,6877,13.754,53,1.06,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,219,0.438,1585,31.7,500,10,8155,16.31,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,292,0.584,1576,31.52,500,10,8261,16.522,63,1.26,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,310,0.62,1570,31.4,500,10,8187,16.374,49,0.98,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",20,0,0,0,285,0.57,1586,31.72,500,10,7894,15.788,63,1.26,10,150,3,24,0.48,6,0.12
bottom_agent,"(9, 9)",20,0,0,0,286,0.572,1624,32.48,500,10,10158,20.316,79,1.58,10,150,3,27,0.54,7,0.14
top_agent,"(9, 9)",20,1,0,1,217,0.434,1584,31.68,500,10,8502,17.004,65,1.3,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,208,0.416,1573,31.46,500,10,6670,13.34,54,1.08,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,4,2,2,146,0.292,1568,31.36,500,10,5369,10.738,35,0.7,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,4,2,2,157,0.314,1576,31.52,500,10,7374,14.748,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,241,0.482,1600,32,500,10,6999,13.998,61,1.22,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,1,0,1,225,0.45,1614,32.28,500,10,7325,14.65,65,1.3,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",20,2,1,1,243,0.486,1572,31.44,500,10,7277,14.554,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,2,1,1,258,0.516,1601,32.02,500,10,7435,14.87,58,1.16,10,150,3,7,0.14,2,0.04
top_agent,"(9, 9)",20,1,0,1,252,0.504,1565,31.3,500,10,7679,15.358,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,253,0.506,1598,31.96,500,10,7328,14.656,59,1.18,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,228,0.456,1544,30.88,500,10,6645,13.29,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,224,0.448,1556,31.12,500,10,6574,13.148,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,206,0.412,1579,31.58,500,10,7881,15.762,55,1.1,10,150,3,7,0.14,2,0.04
bottom_agent,"(9, 9)",20,0,0,0,229,0.458,1578,31.56,500,10,9259,18.518,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,205,0.41,1720,34.4,500,10,8761,17.522,107,2.14,10,150,3,153,3.06,51,1.02
bottom_agent,"(9, 9)",20,1,0,1,134,0.268,1573,31.46,500,10,5016,10.032,38,0.76,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,278,0.556,1552,31.04,500,10,8977,17.954,59,1.18,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,274,0.548,1609,32.18,500,10,11805,23.61,89,1.78,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,194,0.388,1564,31.28,500,10,5952,11.904,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,162,0.324,1678,33.56,500,10,5901,11.802,73,1.46,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,3,2,1,230,0.46,1593,31.86,500,10,8446,16.892,62,1.24,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,3,2,1,221,0.442,1593,31.86,500,10,7820,15.64,61,1.22,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,230,0.46,1599,31.98,500,10,9286,18.572,70,1.4,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",20,0,0,0,236,0.472,1615,32.3,500,10,8655,17.31,66,1.32,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,1,0,1,238,0.476,1562,31.24,500,10,9005,18.01,58,1.16,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",20,1,0,1,254,0.508,1584,31.68,500,10,8646,17.292,64,1.28,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",20,1,0,1,239,0.478,1619,32.38,500,10,10107,20.214,69,1.38,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,1,0,1,221,0.442,1590,31.8,500,10,10158,20.316,70,1.4,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,194,0.388,1564,31.28,500,10,7915,15.83,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",20,0,0,0,209,0.418,1557,31.14,500,10,7753,15.506,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",20,0,0,0,182,0.364,1559,31.18,500,10,7595,15.19,54,1.08,10,150,3,0,0,0,0
